事件,事件编码,事件等级,事件名称,版本号,事件类型,埋点触发时机,上报端,应用场景,是否落G库,通用/定制,事件备注,序号,字段,字段分类,字段名称,是否必传,是否为枚举,字段类型,字段说明,,,,,,,,,,,,
,,,,,,,,,,,,15,mail_title,扩展,邮件标题文字,否,否,string,来源游戏，邮件标题文字,,,,,,,,,,,,
,,,,,,,,,,,,16,mail_txt,扩展,邮件内容文字,否,否,string,来源游戏，邮件内容文字,,,,,,,,,,,,
,,,,,,,,,,,,17,mail_item,扩展,邮件附件,否,否,string,"来源游戏，邮件附件，记录格式（物品1_id;物品1_数量,……,物品N_id;物品N_数量）",,,,,,,,,,,,
,,,,,,,,,,,,18,mail_op_type,扩展,邮件操作类型,是,是,dimension,来源游戏，枚举说明【研发自定义枚举见sheet-枚举表】,,,,,,,,,,,,
聊天记录,108010,B,chat,1.0 ,角色事件,角色在各频道聊天时记录,游戏服务端,客诉处理/客服明细查询工具,是,定制,在【{chat_type}】频道发言【{chat_txt}】,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,chat_type,扩展,聊天频道,是,是,dimension,来源游戏，聊天的频道,,,,,,,,,,,,
,,,,,,,,,,,,13,chat_txt,扩展,聊天内容,是,否,string,来源游戏，聊天内容，不能包含竖线,,,,,,,,,,,,
,,,,,,,,,,,,14,chat_role_id,扩展,聊天对象的角色id,否,否,string,来源游戏，聊天对象的角色id，仅私聊频道时记录,,,,,,,,,,,,
,,,,,,,,,,,,15,chat_role_name,扩展,聊天对象的角色名,否,否,string,来源游戏，聊天对象的角色名，仅私聊频道时记录,,,,,,,,,,,,
玩法结果记录,109010,B,challenge,1.0 ,角色事件,角色参与挑战玩法出结果时记录,游戏服务端,"用户玩法喜好/玩法分析（包含活动）
客诉处理/客服明细查询工具",是,定制,挑战等级【{challenge_level}】的【{challenge_type}】玩法，挑战结果为【{challenge_result}】，挑战用时【{challenge_time}】秒,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,challenge_type,扩展,玩法类型,是,是,dimension,来源游戏，记录玩法id,,,,,,,,,,,,
,,,,,,,,,,,,13,challenge_level,扩展,副本的等级,是,否,dimension,来源游戏，关卡层数,,,,,,,,,,,,
,,,,,,,,,,,,14,challenge_result,扩展,玩法结果,是,是,dimension,来源游戏，指定的地图玩法会有挑战结果的值 【研发自定义枚举见sheet-枚举表】,,,,,,,,,,,,
,,,,,,,,,,,,15,finish_schedule,扩展,完成进度,是,否,string,来源游戏，结算时的关卡进度（波次）,,,,,,,,,,,,
,,,,,,,,,,,,16,challenge_time,扩展,挑战用时,是,否,int,来源游戏，解释说明【开始挑战到结果产生所用的时间】，不算暂停时间,,,,,,,,,,,,
,,,,,,,,,,,,17,grids_num,扩展,背包格子数量,是,否,string,来源游戏，记录对应触发时间的玩家背包格子数量,,,,,,,,,,,,
,,,,,,,,,,,,18,bag_equip,扩展,背包武器,是,否,string,来源游戏，结算时玩家背包内的武器，记录格式为：1阶芭蕉扇_1;2阶飞镖_2;4阶手套_1,,,,,,,,,,,,
服务器角色在线,201010,A,online,1.0 ,服务器事件,每分钟每个区服触发一次，统计在线角色数,服务端,实时数据采集,是,通用,,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,zone_name,基础,区服组名称,是,否,string,来源游戏，区服组名称,,,,,,,,,,,,
,,,,,,,,,,,,5,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,6,game_version,基础,游戏版本号,否,否,string,来源游戏，游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,7,online_num,扩展,在线人数,是,否,int,来源游戏，区服内对应渠道的当前在线人数,,,,,,,,,,,,
,,,,,,,,,,,,8,account_list,扩展,账号id列表,是,否,string,来源游戏，区服内对应渠道的当前在线玩家账号id列表,,,,,,,,,,,,
服务器操作,201030,A,server_op,1.0 ,服务器事件,5种情况下触发该事件：开服：区服首次开服时记录，维护开服：区服维护完成后开服时记录，维护关服：区服开始维护关服时记录，服务器进程启动：服务器进程启动时记录，服务器进程关闭：服务器进程关闭时记录，开服失败：开服失败时记录,服务端,,是,通用,,1,log_id,内置,日志id,是,是,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,是,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,是,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,zone_name,基础,区服组名称,是,是,string,来源游戏，区服组名称,,,,,,,,,,,,
,,,,,,,,,,,,5,server_id,基础,区服id,是,是,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,6,game_version,基础,游戏版本号,否,是,string,来源游戏，游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,7,server_name,扩展,区服名称,否,是,string,来源游戏，区服名称,,,,,,,,,,,,
,,,,,,,,,,,,8,server_open_time,扩展,服务器首次开服时间,是,是,string,来源游戏，服务器首次开服时间,,,,,,,,,,,,
,,,,,,,,,,,,9,server_open_day,扩展,服务器开服天数,是,是,int,来源游戏，服务器开服天数,,,,,,,,,,,,
,,,,,,,,,,,,10,server_op_type,扩展,服务器操作类型,是,是,dimension,来源游戏，枚举说明【1=首次开服，2=维护开服，3=维护关服，101=服务器进程启动，102=服务器进程关闭】,,,,,,,,,,,,
,,,,,,,,,,,,11,open_type,扩展,开服类型,是,是,dimension,来源游戏，枚举说明【1=手动开服，2=指定时间开服（指定该区服的开服时间），3=计划开服时间（指定开服时间但不指定区服），4=策略开服】,,,,,,,,,,,,
,,,,,,,,,,,,12,open_plan_time,扩展,计划开服时间,否,是,string,计划开服时间，开服类型为123时必传，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如 +0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,13,open_result,扩展,开服结果,是,是,dimension,来源游戏，枚举说明【1=成功，2=失败】,,,,,,,,,,,,
,,,,,,,,,,,,14,open_strategy_condition,扩展,开服策略条件,否,是,string,策略具体内容，开服类型为4时必传，枚举见【sheet-枚举表】。如设置策略为：新增账号100，新增付费人数80，pcu100，acu100。满足新增账号100时记录“2:100”，满足新增付费人数80时记录“3:80”；即满足哪个条件记录那个，格式“2:100”，2表示类型，100表示设置的数量。,,,,,,,,,,,,
,,,,,,,,,,,,15,open_fail_cause,扩展,开服失败原因,否,是,dimension,来源游戏，开服失败时必传，枚举说明【研发自定义枚举见sheet-枚举表】,,,,,,,,,,,,
,,,,,,,,,,,,16,back_server_num,扩展,备服数量,是,是,int,来源游戏，备服的数量,,,,,,,,,,,,
合服事件,201040,A,server_merge,1.0 ,服务器事件,区服合并时记录,服务端,"合服分析/合服查询
系统安全/合服情况查询",是,通用,,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,zone_name,基础,区服组名称,是,否,string,来源游戏，区服组名称,,,,,,,,,,,,
,,,,,,,,,,,,5,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,6,game_version,基础,游戏版本号,否,否,string,来源游戏，游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,7,target_server_id,扩展,目标区服id,是,否,string,来源服务器，目标服区服id,,,,,,,,,,,,
,,,,,,,,,,,,8,target_server_name,扩展,目标区服名称,是,否,string,来源服务器，目标服区服名称,,,,,,,,,,,,
,,,,,,,,,,,,9,source_hostname,扩展,源服务器名称,否,否,string,来源服务器，被合服区服所在服务器名称,,,,,,,,,,,,
,,,,,,,,,,,,10,target_hostname,扩展,目标服务器名称,否,否,string,来源服务器，目标服所在服务器名称,,,,,,,,,,,,
商品购买,201062,B,shopping,1.0 ,角色事件,玩家购买商品后记录,游戏服务端,客诉处理/客服明细查询工具,是,定制,通过【{buy_type}】购买【{item_discount}%】折扣商品【{product_id}】，消耗【{buy_use_type}】【{product_unit_price}】个,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,product_id,扩展,商店物品ID,是,否,dimension,来源游戏，记录商店列表中的商品id（productListShop）,,,,,,,,,,,,
,,,,,,,,,,,,13,buy_type,扩展,购买类型,是,是,dimension,来源游戏，商品的购买类型,,,,,,,,,,,,
,,,,,,,,,,,,14,buy_use_type,扩展,购买消耗类型,是,是,dimension,来源游戏，购买商品所需消耗的道具/货币 id,,,,,,,,,,,,
,,,,,,,,,,,,15,item_discount,扩展,商品折扣,否,否,string,来源游戏，当前商品的折扣，格式如：80%、90%,,,,,,,,,,,,
,,,,,,,,,,,,16,product_unit_price,扩展,商品单价,是,否,int,来源游戏，记录商店中购买物品所需的货币单价,,,,,,,,,,,,
,,,,,,,,,,,,17,product_count,扩展,商品购买数量,是,否,int,来源游戏，记录此次购买商品的数量,,,,,,,,,,,,
抽奖,201065,B,lottery_draw,1.0 ,角色事件,"玩家进行抽奖时记录
1、玩家消耗钻石单抽
2、玩家消耗钻石十连
3、玩家观看广告30秒完成免费单抽",游戏服务端,客诉处理/客服明细查询工具,是,定制,在【{lottery_type}】使用【{draw_use_type}】【{draw_use}】个，进行【{draw_type}】，抽卡结果为【{draw_result}】,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,lottery_type,扩展,卡池类型,是,是,dimension,来源游戏，卡池类型【研发自定义枚举见sheet-枚举表】,,,,,,,,,,,,
,,,,,,,,,,,,13,draw_type,扩展,抽卡类型,是,是,dimension,来源游戏，抽卡类型【研发自定义枚举见sheet-枚举表】,,,,,,,,,,,,
,,,,,,,,,,,,14,draw_use,扩展,抽卡消耗,是,否,string,来源游戏，记录本次抽卡消耗的数量,,,,,,,,,,,,
,,,,,,,,,,,,15,draw_result,扩展,抽卡结果,是,否,string,来源游戏，记录本次抽卡的结果，以逗号分隔，记录道具id及道具数量,,,,,,,,,,,,
,,,,,,,,,,,,16,draw_use_type,扩展,抽卡消耗类型,是,是,dimension,来源游戏，记录本次抽卡消耗的道具类型,,,,,,,,,,,,
新手引导,300072,B,guide,1.0 ,角色事件,"两种情况下记录日志：
1、触发新手引导
2、完成新手引导",游戏客户端,漏斗分析,是,定制,,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,guide_id,扩展,教程ID,是,否,dimension,来源游戏，记录引导对应的教程ID,,,,,,,,,,,,
,,,,,,,,,,,,13,group_id,扩展,组ID,是,否,dimension,来源游戏，记录引导对应的组ID,,,,,,,,,,,,
,,,,,,,,,,,,14,step_id,扩展,步骤ID,是,否,dimension,来源游戏，记录引导对应的步骤,,,,,,,,,,,,
,,,,,,,,,,,,15,guide_op_type,扩展,引导操作,是,否,dimension,来源游戏，触发=0，完成=1,,,,,,,,,,,,
竞技场,100307,B,arena_battle,1.0 ,角色事件,"1.开始挑战时记录
2.挑战成功时记录
3.挑战失败时记录
4.挑战中记录（event_type记录为10，schedule每一波结束时记录一次）
5.放弃挑战时记录",游戏客户端,数值分析,是,定制,,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,role_power,扩展,玩家能力,是,是,string,来源游戏，记录玩家进入玩法时的能力（Ps：在 同一局对战，玩家的能力是不变的）,,,,,,,,,,,,
,,,,,,,,,,,,13,carry_weapon,扩展,开局携带法宝,是,是,string,"来源游戏，开局时玩家携带的法宝格式为：法宝ID_攻击_等级_星级,, 多个用2个逗号分隔",,,,,,,,,,,,
,,,,,,,,,,,,14,scene_type,扩展,场景类型,是,是,dimension,来源游戏，玩家创建副本的场景id【枚举见《枚举表sheet》】,,,,,,,,,,,,
,,,,,,,,,,,,15,left_player_hp,扩展,玩家剩余血量百分比,是,是,string,来源游戏，记录对应触发时间玩家剩余血量%（如果是100%，记录100，如果已经死亡记录0，向上取整）,,,,,,,,,,,,
,,,,,,,,,,,,16,total_damage,扩展,实际总伤害,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际造成的总伤害,,,,,,,,,,,,
,,,,,,,,,,,,17,total_blood_returning,扩展,实际总回血量,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际总回血量,,,,,,,,,,,,
,,,,,,,,,,,,18,total_shield_returning,扩展,实际总回盾量,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际总回盾量,,,,,,,,,,,,
,,,,,,,,,,,,19,schedule,扩展,进度节点,是,是,string,来源游戏，记录对应事件发生时的副本进度（例如：开始挑战记0，挑战成功记总波次数，其他记录点根据要求记录）,,,,,,,,,,,,
,,,,,,,,,,,,20,foe_is_bot,扩展,对手是否为机器人标识,是,是,string,来源游戏，区别竞技场对手是否为机器人，1为机器人，0为真人玩家,,,,,,,,,,,,
,,,,,,,,,,,,21,foe_role_name,扩展,对方角色名称,是,是,string,来源游戏，记录竞技场对手名称,,,,,,,,,,,,
,,,,,,,,,,,,22,foe_role_id,扩展,对方角色id,是,是,string,来源游戏，记录竞技场对手id,,,,,,,,,,,,
,,,,,,,,,,,,23,foe_role_power,扩展,对方能力,是,是,string,来源游戏，记录竞技场对手能力（Ps：在 同一局对战，玩家的能力是不变的）,,,,,,,,,,,,
,,,,,,,,,,,,24,foe_carry_weapon,扩展,对方开局携带法宝,是,是,string,"来源游戏，开局时对方携带的法宝格式为：法宝ID_攻击_等级_星级,, 多个用2个逗号分隔",,,,,,,,,,,,
联合作战,100308,B,Joint_battle,1.0 ,角色事件,"1.开始挑战时记录
2.挑战成功时记录
3.挑战失败时记录
4.挑战中记录（event_type记录为10，schedule每一波结束时记录一次）
5.放弃挑战时记录",游戏客户端,数值分析,是,定制,,1,log_id,内置,日志id,是,否,string,"日志流水号,在一个游戏区服下，每条日志必须保证全局唯一性且递增",,,,,,,,,,,,
,,,,,,,,,,,,2,event_time,内置,事件时间,是,否,string,事件触发日期，时间格式为Z yyyy-MM-dd HH:mm:ss 时区+时间形式，如：+0800 2020-10-26 20:16:38,,,,,,,,,,,,
,,,,,,,,,,,,3,zone_id,基础,区服组id,是,否,string,来源游戏，服务器游戏产品ID,,,,,,,,,,,,
,,,,,,,,,,,,4,game_version,基础,游戏版本号,是,否,string,来源游戏，服务器上的游戏版本号,,,,,,,,,,,,
,,,,,,,,,,,,5,pub_id,基础,发行商id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,6,tunnel_id,基础,通道id,是,是,dimension,由CP-SDK透传给游戏记录，来源于绿岸CP-SDK包体,,,,,,,,,,,,
,,,,,,,,,,,,7,server_id,基础,区服id,是,否,string,来源游戏，服务器区服ID，角色创角原始区服，合服后仍传原始区服,,,,,,,,,,,,
,,,,,,,,,,,,8,cpsdk_account_id,基础,cpsdk账号id,是,否,string,由CP-SDK生成的cpsdk账号id,,,,,,,,,,,,
,,,,,,,,,,,,9,game_account_id,基础,游戏账号id,是,否,string,来源游戏，游戏的账号id,,,,,,,,,,,,
,,,,,,,,,,,,10,role_id,基础,角色id,是,否,string,来源游戏，游戏角色id,,,,,,,,,,,,
,,,,,,,,,,,,11,role_name,基础,角色名,是,否,string,来源游戏，角色当前角色名,,,,,,,,,,,,
,,,,,,,,,,,,12,room_id,扩展,房间唯一id,是,是,string,来源游戏，玩家创建房间的唯一id,,,,,,,,,,,,
,,,,,,,,,,,,13,grids_num,扩展,背包格子数量,是,是,string,来源游戏，记录对应触发时间的玩家背包格子数量,,,,,,,,,,,,
,,,,,,,,,,,,14,role_power,扩展,玩家能力,是,是,string,来源游戏，记录玩家进入玩法时的能力（Ps：在 同一局对战，玩家的能力是不变的）,,,,,,,,,,,,
,,,,,,,,,,,,15,scene_id,扩展,关卡id,是,是,dimension,来源游戏，玩家创建副本的场景id【枚举见《枚举表sheet》】,,,,,,,,,,,,
,,,,,,,,,,,,16,left_player_hp,扩展,玩家剩余血量百分比,是,是,string,来源游戏，记录对应触发时间玩家剩余血量%（如果是100%，记录100，如果已经死亡记录0，向上取整）,,,,,,,,,,,,
,,,,,,,,,,,,17,total_damage,扩展,实际总伤害,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际造成的总伤害,,,,,,,,,,,,
,,,,,,,,,,,,18,total_blood_returning,扩展,实际总回血量,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际总回血量,,,,,,,,,,,,
,,,,,,,,,,,,19,total_shield_returning,扩展,实际总回盾量,是,是,string,来源游戏，记录对应触发时间的玩家该波次实际总回盾量,,,,,,,,,,,,
,,,,,,,,,,,,20,scene_type,扩展,场景类型,是,是,dimension,来源游戏，记录对应场景类型,,,,,,,,,,,,
,,,,,,,,,,,,21,schedule,扩展,进度节点,是,是,string,来源游戏，记录对应事件发生时的副本进度（例如：开始挑战记0，挑战成功记总波次数，其他记录点根据要求记录）,,,,,,,,,,,,
,,,,,,,,,,,,22,battle_event_type,扩展,关卡战事件类型,是,是,dimension,来源游戏，枚举值【1=开始挑战，2=挑战成功，3=挑战失败，4=持续挑战，5=放弃挑战，6=打开融合界面，7=打开帮助界面】,,,,,,,,,,,,
,,,,,,,,,,,,23,carry_weapon,扩展,开局携带法宝,是,是,string,"来源游戏，开局时玩家携带的法宝格式为：法宝ID_攻击_等级_星级,, 多个用2个逗号分隔",,,,,,,,,,,,
,,,,,,,,,,,,24,auto_status,扩展,背包整理开关状态,是,是,dimension,来源游戏，记录当前是否开启背包整理功能【0=关闭，1=开启】,,,,,,,,,,,,
,,,,,,,,,,,,25,friendly_damage,扩展,队友伤害,是,是,string,来源游戏，记录队友伤害,,,,,,,,,,,,
,,,,,,,,,,,,26,friendly_role_id,扩展,队友id,是,是,string,来源游戏，记录队友id,,,,,,,,,,,,
,,,,,,,,,,,,27,friendly_role_name,扩展,队友名称,是,是,string,来源游戏，记录队友角色名称,,,,,,,,,,,,
